"unNo","psn","classOrDivision","subsidiaryHazard","segregation"
"1267","PETROLEUM CRUDE OIL","3","",""
"1267","PETROLEUM CRUDE OIL","3","",""
"1267","PETROLEUM CRUDE OIL","3","",""
"1268","PETROLEUM DISTILLATES, N.O.S. or PETROLEUM PRODUCTS, N.O.S.","3","",""
"1268","PETROLEUM DISTILLATES, N.O.S. or PETROLEUM PRODUCTS, N.O.S.","3","",""
"1268","PETROLEUM DISTILLATES, N.O.S. or PETROLEUM PRODUCTS, N.O.S.","3","",""
"1272","PINE OIL","3","",""
"1274","n-PROPANOL (PROPYL ALCOHOL, NORMAL)","3","",""
"1274","n-PROPANOL (PROPYL ALCOHOL, NORMAL)","3","",""
"1275","PROPIONALDEHYDE","3","",""
"1276","n-PROPYL ACETATE","3","",""
"1277","PROPYLAMINE","3","8","SG35"
"1278","1-CHLOROPROPANE","3","","SGG10"
"1279","1,2-DICHLOROPROPANE","3","","SGG10"
"1280","PROPYLENE OXIDE","3","",""
"1281","PROPYL FORMATES","3","",""
"1282","PYRIDINE","3","",""
"1286","ROSIN OIL","3","",""
"1286","ROSIN OIL","3","",""
"1287","RUBBER SOLUTION","3","",""
"1287","RUBBER SOLUTION","3","",""
"1288","SHALE OIL","3","",""
"1288","SHALE OIL","3","",""
"1289","SODIUM METHYLATE SOLUTION in alcohol","3","8","SGG18 SG35"
"1289","SODIUM METHYLATE SOLUTION in alcohol","3","8","SGG18 SG35"
"1292","TETRAETHYL SILICATE","3","",""
"1293","TINCTURES, MEDICINAL","3","",""
"1293","TINCTURES, MEDICINAL","3","",""
"1294","TOLUENE","3","",""
"1295","TRICHLOROSILANE","4.3","3/8","SGG1 SG5 SG8 SG13 SG25 SG26 SG36 SG49 SG72"
"1296","TRIETHYLAMINE","3","8","SG35"
"1297","TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass","3","8","SG35 SG54"
"1297","TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass","3","8","SG35 SG54"
"1297","TRIMETHYLAMINE, AQUEOUS SOLUTION, not more than 50% trimethylamine, by mass","3","8","SG35 SG54"
"1298","TRIMETHYLCHLOROSILANE","3","8","SGG1 SG36 SG49"
"1299","TURPENTINE","3","",""
"1300","TURPENTINE SUBSTITUTE","3","",""
"1300","TURPENTINE SUBSTITUTE","3","",""
"1301","VINYL ACETATE, STABILIZED","3","",""
"1302","VINYL ETHYL ETHER, STABILIZED","3","",""
"1303","VINYLIDENE CHLORIDE, STABILIZED","3","P","SGG10"
"1304","VINYL ISOBUTYL ETHER, STABILIZED","3","",""
"1305","VINYLTRICHLOROSILANE","3","8","SGG1 SG36 SG49"
"1306","WOOD PRESERVATIVES, LIQUID","3","",""
"1306","WOOD PRESERVATIVES, LIQUID","3","",""
"1307","XYLENES","3","",""
"1307","XYLENES","3","",""
"1308","ZIRCONIUM, SUSPENDED IN A FLAMMABLE LIQUID","3","",""
"1308","ZIRCONIUM, SUSPENDED IN A FLAMMABLE LIQUID","3","",""
"1308","ZIRCONIUM, SUSPENDED IN A FLAMMABLE LIQUID","3","",""
"1309","ALUMINIUM POWDER, COATED","4.1","","SGG15 SG17 SG25 SG26 SG32 SG35 SG36 SG52"
"1309","ALUMINIUM POWDER, COATED","4.1","","SGG15 SG17 SG25 SG26 SG32 SG35 SG36 SG52"
"1310","AMMONIUM PICRATE, WETTED with not less than 10% water, by mass","4.1","","SGG2 SG7 SG30"
"1312","BORNEOL","4.1","",""
"1313","CALCIUM RESINATE","4.1","",""
"1314","CALCIUM RESINATE, FUSED","4.1","",""
"1318","COBALT RESINATE, PRECIPITATED","4.1","",""
"1320","DINITROPHENOL, WETTED with not less than 15% water, by mass","4.1","6.1 P","SG7 SG30"
"1321","DINITROPHENOLATES, WETTED with not less than 15% water, by mass","4.1","6.1 T","SG7 SG30"
"1322","DINITRORESORCINOL, WETTED with not less than 15% water, by mass","4.1","","SG7 SG30"
"1323","FERROCERIUM","4.1","","SG25 SG26"
"1324","FILMS, NITROCELLULOSE BASE, gelatin coated, except scrap","4.1","","SG7"
"1325","FLAMMABLE SOLID, ORGANIC, N.O.S.","4.1","","SG72"
"1325","FLAMMABLE SOLID, ORGANIC, N.O.S.","4.1","","SG72"
"1326","HAFNIUM POWDER, WETTED with not less than 25% water","4.1","","SGG15 SG17"
"1327","HAY, STRAW or BHUSA","4.1","","SG23"
"1328","HEXAMETHYLENETETRAMINE","4.1","",""
"1330","MANGANESE RESINATE","4.1","",""
"1331","MATCHES, STRIKE ANYWHERE","4.1","",""
"1332","METALDEHYDE","4.1","",""
"1333","CERIUM, slabs, ingots or rods","4.1","","SG17 SG25 SG26"
"1334","NAPHTHALENE, CRUDE or NAPHTHALENE, REFINED","4.1","P",""
"1336","NITROGUANIDINE (PICRITE), WETTED with not less than 20% water, by mass","4.1","","SG7 SG30"
"1337","NITROSTARCH, WETTED with not less than 20% water, by mass","4.1","","SG7 SG30"
"1338","PHOSPHORUS, AMORPHOUS","4.1","","SG17"
"1339","PHOSPHORUS HEPTASULPHIDE, free from yellow or white phosphorus","4.1","","SG17 SG25 SG26"
"1340","PHOSPHORUS PENTASULPHIDE, free from yellow or white phosphorus","4.3","4.1","SG26"
"1341","PHOSPHORUS SESQUISULPHIDE, free from yellow or white phosphorus","4.1","","SG17"
"1343","PHOSPHORUS TRISULPHIDE, free from yellow or white phosphorus","4.1","","SG17 SG25 SG26"
"1344","TRINITROPHENOL (PICRIC ACID), WETTED with not less than 30% water, by mass","4.1","","SG7 SG30"
"1345","RUBBER SCRAP or RUBBER SHODDY, powdered or granulated","4.1","",""
"1346","SILICON POWDER, AMORPHOUS","4.1","","SG17"
"1347","SILVER PICRATE, WETTED with not less than 30% water, by mass","4.1","","SGG7 SG7 SG30"
"1348","SODIUM DINITRO-O-CRESOLATE, WETTED with not less than 15% water, by mass","4.1","6.1","SG7 SG30"
"1349","SODIUM PICRAMATE, WETTED with not less than 20% water, by mass","4.1","","SG7 SG30"
"1350","SULPHUR","4.1","","SG17"
"1352","TITANIUM POWDER, WETTED with not less than 25% water","4.1","","SGG15 SG17"
"1353","FIBRES or FABRICS IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N.O.S.","4.1","",""
"1354","TRINITROBENZENE, WETTED with not less than 30% water, by mass","4.1","","SG7 SG30"
"1355","TRINITROBENZOIC ACID, WETTED with not less than 30% water, by mass","4.1","","SG7 SG30"
"1356","TRINITROTOLUENE (TNT), WETTED with not less than 30% water, by mass","4.1","","SG7 SG30"
"1357","UREA NITRATE, WETTED with not less than 20% water, by mass","4.1","","SG7 SG30"
"1358","ZIRCONIUM POWDER, WETTED with not less than 25% water","4.1","","SGG15 SG17 SG25 SG26"
"1360","CALCIUM PHOSPHIDE","4.3","6.1","SG26 SG35"
"1361","CARBON, animal or vegetable origin","4.2","",""
"1361","CARBON, animal or vegetable origin","4.2","",""
"1362","CARBON, ACTIVATED","4.2","",""
"1363","COPRA","4.2","",""
"1364","COTTON WASTE, OILY","4.2","","SG41"
"1365","COTTON, WET","4.2","",""
"1369","p-NITROSODIMETHYLANILINE","4.2","","SG29"
"1372","FIBRES, ANIMAL or FIBRES, VEGETABLE burnt, wet or damp","4.2","",""
"1373","FIBRES or FABRICS, ANIMAL or VEGETABLE or SYNTHETIC, N.O.S. with oil","4.2","",""
"1374","FISH MEAL, UNSTABILIZED or FISH SCRAP, UNSTABILIZED","4.2","","SG65"
"1374","FISH MEAL, UNSTABILIZED or FISH SCRAP, UNSTABILIZED","4.2","",""
"1376","IRON OXIDE, SPENT or IRON SPONGE, SPENT","4.2","","SG26"
"1378","METAL CATALYST, WETTED with a visible excess of liquid","4.2","",""
"1379","PAPER, UNSATURATED OIL TREATED, incompletely dried","4.2","",""
"1380","PENTABORANE","4.2","6.1","SG26"
"1381","PHOSPHORUS, WHITE or YELLOW, DRY or UNDER WATER or IN SOLUTION","4.2","6.1 P",""
"1382","POTASSIUM SULPHIDE, ANHYDROUS or POTASSIUM SULPHIDE with less than 30% water","4.2","","SGG18 SG35"
"1383","PYROPHORIC METAL, N.O.S. or PYROPHORIC ALLOY, N.O.S.","4.2","","SGG15 SG26"
"1384","SODIUM DITHIONITE (SODIUM HYDROSULPHITE)","4.2","",""
"1385","SODIUM SULPHIDE, ANHYDROUS or SODIUM SULPHIDE with less than 30% water","4.2","","SGG18 SG35"
"1386","SEED CAKE, containing vegetable oil (a) mechanically expelled seeds","4.2","",""
"1386","SEED CAKE, containing vegetable oil (b) solvent extractions and expelled seeds","4.2","",""
"1387","WOOL WASTE, WET","4.2","",""
"1389","ALKALI METAL AMALGAM, LIQUID","4.3","","SGG7 SGG11 SG26 SG35"
"1390","ALKALI METAL AMIDES","4.3","","SG26 SG35"
"1391","ALKALI METAL DISPERSION or ALKALINE EARTH METAL DISPERSION","4.3","1","SG26 SG35"
"1392","ALKALINE EARTH METAL AMALGAM, LIQUID","4.3","","SGG7 SGG11 SG26 SG35"
"1393","ALKALINE EARTH METAL ALLOY, N.O.S.","4.3","","SG26 SG35"
"1394","ALUMINIUM CARBIDE","4.3","","SG26 SG35"
"1395","ALUMINIUM FERROSILICON POWDER","4.3","6.1","SG26 SG32 SG35 SG36"
"1396","ALUMINIUM POWDER, UNCOATED","4.3","","SGG15 SG26 SG32 SG35 SG36"
"1396","ALUMINIUM POWDER, UNCOATED","4.3","","SGG15 SG26 SG32 SG35 SG36"
"1397","ALUMINIUM PHOSPHIDE","6.1","4.3","SG26 SG35"
"1398","ALUMINIUM SILICON POWDER, UNCOATED","4.3","","SGG15 SG26 SG32 SG35 SG36"
"1400","BARIUM","4.3","","SG26 SG35"
"1401","CALCIUM","4.3","","SG26 SG35"
"1402","CALCIUM CARBIDE","4.3","T","SG26 SG35"
"1402","CALCIUM CARBIDE","4.3","","SG26 SG35"
"1403","CALCIUM CYANAMIDE with more than 0.1% calcium carbide","4.3","","SG26 SG35"
"1404","CALCIUM HYDRIDE","4.3","","SG26 SG35"
"1405","CALCIUM SILICIDE","4.3","","SG26 SG35"
"1405","CALCIUM SILICIDE","4.3","","SG26 SG35"
"1407","CAESIUM","4.3","","SG26 SG35"
"1408","FERROSILICON with 30% or more but less than 90% silicon",4.3,6.1,"SG26 SG35 SG36"
"1409","METAL HYDRIDES, WATER-REACTIVE, N.O.S.","4.3","","SG26 SG35"
"1409","METAL HYDRIDES, WATER-REACTIVE, N.O.S.","4.3","","SG26 SG35"
"1410","LITHIUM ALUMINIUM HYDRIDE","4.3","","SG26 SG35"
"1411","LITHIUM ALUMINIUM HYDRIDE, ETHEREAL",4.3,3,"SG26"
"1413","LITHIUM BOROHYDRIDE","4.3","","SG26 SG35"
"1414","LITHIUM HYDRIDE","4.3","","SG26 SG35"
"1415","LITHIUM","4.3","","SG26 SG35"
"1417","LITHIUM SILICON","4.3","","SG26"
"1418","MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER","4.2","4.3","SGG15 SG26 SG32 SG35"
"1418","MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER","4.3","4.2","SGG15 SG26 SG32 SG35"
"1418","MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER","4.3","4.2","SGG15 SG26 SG32 SG35"
"1419","MAGNESIUM ALUMINIUM PHOSPHIDE","4.3","6.1","SG26 SG35"
"1420","POTASSIUM METAL ALLOYS, LIQUID","4.3","","SG26 SG35"
"1421","ALKALI METAL ALLOY, LIQUID, N.O.S.","4.3","","SG26 SG35"
"1422","POTASSIUM SODIUM ALLOYS, LIQUID","4.3","","SG26 SG35"
"1423","RUBIDIUM","4.3","","SG26 SG35"
"1426","SODIUM BOROHYDRIDE","4.3","","SG26 SG35"
"1427","SODIUM HYDRIDE","4.3","","SG26 SG35"
"1428","SODIUM","4.3","","SG26 SG35"
"1431","SODIUM METHYLATE","4.2","8","SGG18 SG35"
"2584","ALKYLSULPHONIC ACIDS, LIQUID or ARYLSULPHONIC ACIDS, LIQUID with more than 5% free sulphuric acid","8","","SGG1, SG36, SG49"
"2585","ALKYLSULPHONIC ACIDS, SOLID or ARYLSULPHONIC ACIDS, SOLID with not more than 5% tree sulphuric acid","8","","SGG1, SG36, SG49"
"2586","ALKYLSULPHONIC ACIDS, LIQUID or ARYLSULPHONIC ACIDS, LIQUID with not more than 5% free sulphuric acid","8","","SGG1, SG36, SG49"
"2587","BENZOQUINONE","6.1","","SGG1, SG36, SG49"
"2588","PESTICIDE, SOLID, TOXIC, N.O.S.","6.1","","SGG1, SG36, SG49, SG29"
"2589","VINYL CHLOROACETATE","6.1","3","SGG1, SG36, SG49"
"2590","ASBESTOS, CHRYSOTILE","9","",""
"2591","XENON, REFRIGERATED LIQUID","2.2","",""
"2599","CHLOROTRIFLUOROMETHANE AND TRIFLUOROMETHANE AZEOTROPIC MIXTURE with approximately 60% chlorotrifluoromethane (REFRIGERANT GAS R 503)","2.2","",""
"2601","CYCLOBUTANE","2.1","",""
"2602","DICHLORODIFLUORO-METHANE AND DIFLUOROETHANE AZEOTROPIC MIXTURE with approximately 74% dichlorodifluoromethane (REFRIGERANT GAS R 500)","2.2","",""
"2603","CYCLOHEPTATRIENE","3","6.1",""
"2604","BORON TRIFLUORIDE DIETHYL ETHERATE",8,3,"SGG1, SG36, SG49"
"2605","METHOXYMETHYL ISOCYANATE","6.1","3",""
"2606","METHYL ORTHOSILICATE","6.1","3",""
"2607","ACROLEIN DIMER, STABILIZED","3","",""
"2608","NITROPROPANES","3","",""
"2609","TRIALLYL BORATE","6.1","",""
"2610","TRIALLYLAMINE","3","8","SG35"
"2611","PROPYLENE CHLOROHYDRIN","6.1","3",""
"2612","METHYL PROPYL ETHER","3","",""
"2614","METHALLYL ALCOHOL","3","",""
"2615","ETHYL PROPYL ETHER","3","",""
"2616","TRIISOPROPYL BORATE","3","",""
"2617","METHYLCYCLOHEXANOLS, flammable","3","",""
"2618","VINYLTOLUENES, STABILIZED","3","",""
"2619","BENZYLDIMETHYLAMINE","8","3","SG35"
"2620","AMYL BUTYRATES","3","",""
"2621","ACETYL METHYL CARBINOL","3","",""
"2622","GLYCIDALDEHYDE","3","6.1",""
"2623","FIRELIGHTERS, SOLID with flammable liquid","4.1","",""
"2624","MAGNESIUM SILICIDE","4.3","","SG26"
"2626","CHLORIC ACID, AQUEOUS SOLUTION with not more than 10% chloric acid","5.1","","SGG1, SG36, SG38, SG49"
"2627","NITRITES, INORGANIC, N.O.S.","5.1","","SGG12, SG38, SG49, SG62"
"2628","POTASSIUM FLUOROACETATE","6.1","",""
"2629","SODIUM FLUOROACETATE","6.1","",""
"2630","SELENATES or SELENITES","6.1","",""
"2642","FLUOROACETIC ACID","6.1","",""
"2643","METHYL BROMOACETATE","6.1","","SGG1, SG36, SG49"
"2644","METHYL IODIDE","6.1","","SGG10"
"2645","PHENACYL BROMIDE","6.1","",""
"2646","HEXACHLOROCYCLO-PENTADIENE","6.1","","SGG10"
"2647","MALONONITRILE","6.1","",""
"2648","1,2-DIBROMOBUTAN-3-ONE","6.1","",""
"2649","1,3-DICHLOROACETONE","6.1","",""
"2650","1,1-DICHLORO-1-NITRO-ETHANE","6.1","","SG17"
"2651","4,4'-DIAMINODIPHENYL-METHANE","6.1","",""
"2653","BENZYL IODIDE","6.1","",""
"2655","POTASSIUM FLUOROSILICATE","6.1","","SG35"
"2656","QUINOLINE","6.1","",""
"2657","SELENIUM DISULPHIDE","6.1","",""
"2659","SODIUM CHLOROACETATE","6.1","",""
"2660","NITROTOLUIDINES (MONO)","6.1","",""
"2661","HEXACHLOROACETONE","6.1","",""
"2664","DIBROMOMETHANE","6.1","","SGG10"
"2667","BUTYLTOLUENES","6.1","",""
"2668","CHLOROACETONITRILE","6.1","3","SG35"
"2669","CHLOROCRESOLS SOLUTION","6.1","",""
"2670","CYANURIC CHLORIDE","8","","SGG1, SG36, SG49"
"2671","AMINOPYRIDINES (o-,m-,p-)","6.1","","SGG18, SG35"
"2672","AMMONIA SOLUTION, relative density between 0.880 and 0.957 at 15°C in water, with more than 10% but not more than 35% ammonia","8","","SGG18, SG35"
"2673","2-AMINO-4-CHLOROPHENOL","6.1","",""
"2674","SODIUM FLUOROSILICATE","6.1","","SG35"
"2676","STIBINE","2.3","2.1",""
"2677","RUBIDIUM HYDROXIDE SOLUTION","8","","SGG18, SG22, SG35"
"2678","RUBIDIUM HYDROXIDE","8","","SGG18, SG22, SG35"
"2679","LITHIUM HYDROXIDE SOLUTION","8","","SGG18, SG22, SG35"
"2680","LITHIUM HYDROXIDE","8","","SGG18, SG35"
"2681","CAESIUM HYDROXIDE SOLUTION","8","","SGG18, SG22, SG35"
"2682","CAESIUM HYDROXIDE","8","","SGG18, SG22, SG35"
"2683","AMMONIUM SULPHIDE SOLUTION","8","3, 6.1","SGG2, SGG18, SG35, SG68"
"2684","3-DIETHYLAMINO-PROPYLAMINE","3","8","SG35"
"2685","N,N-DIETHYLETHYLENE-DIAMINE","8","3","SG35"
"2686","2-DIETHYLAMINOETHANOL","8","3","SG35"
"2687","DICYCLOHEXYLAMMONIUM NITRITE","4.1","","SGG2"
"2688","1-BROMO-3-CHLOROPROPANE","6.1","","SGG10"
"2689","GLYCEROL alpha-MONOCHLOROHYDRIN","6.1","",""
"2690","N,n-BUTYLIMIDAZOLE","6.1","",""
"2691","PHOSPHORUS PENTABROMIDE","8","","SGG1, SG36, SG37, SG48"
"2692","BORON TRIBROMIDE","8","","SGG1, SG36, SG49"
"2693","BISULPHITES, AQUEOUS SOLUTION, N.O.S.","8","","SGG1, SG36, SG49"
"2698","TETRAHYDROPHTHALIC ANHYDRIDES","8","","SGG1, SG36, SG49"
"2699","TRIFLUOROACETIC ACID","8","","SGG1, SG36, SG49"
"2705","1-PENTOL","8","","SG20, SG21"
"2707","DIMETHYLDIOXANES","3","",""
"2709","BUTYLBENZENES","3","",""
"2710","DIPROPYL KETONE","3","",""
"2713","ACRIDINE","6.1","",""
"2714","ZINC RESINATE","4.1","","SGG7"
"2715","ALUMINIUM RESINATE","4.1","",""
"2716","1,4-BUTYNEDIOL","6.1","","SG35, SG36, SG55"
"2717","CAMPHOR, synthetic","4.1","",""
"2719","BARIUM BROMATE","5.1","6.1","SGG3, SG38, SG49"
"2720","CHROMIUM NITRATE","5.1","",""
"2721","COPPER CHLORATE","5.1","","SGG4, SG38, SG49"
"2722","LITHIUM NITRATE","5.1","",""
"2723","MAGNESIUM CHLORATE","5.1","","SGG4, SG38, SG49"
"2724","MANGANESE NITRATE","6.1","",""
"2725","NICKEL NITRATE","5.1","",""
"2726","NICKEL NITRITE","5.1","","SGG12, SG38, SG49"
"2727","THALLIUM NITRATE","6.1","5.1",""
"2728","ZIRCONIUM NITRATE","5.1","",""
"2729","HEXACHLOROBENZENE","6.1","",""
"2730","NITROANISOLES, LIQUID","6.1","",""
"2732","NITROBROMOBENZENES, LIQUID","6.1","",""
"2733","AMINES, FLAMMABLE, CORROSIVE, N.O.S.","3","8","SGG18, SG35"
"2734","AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.",8,3,"SGG18, SG35"
"2735","AMINES, LIQUID, CORROSIVE, N.O.S.","8","","SGG18, SG35"
"2738","N-BUTYLANILINE","6.1","","SG17"
"2739","BUTYRIC ANHYDRIDE","8","","SGG1, SG36, SG49"
"2740","n-PROPYL CHLOROFORMATE","6.1",3/8,"SGG1, SG5, SG8, SG36, SG49"
"2741","BARIUM HYPOCHLORITE","5.1","6.1","SGG8, SG35, SG38, SG49, SG53, SG60"
"2742","CHLOROFORMATES, TOXIC, CORROSIVE, FLAMMABLE, N.O.S.","6.1",3/8,"SGG1, SG5, SG8, SG36, SG49"
"2743","n-BUTYL CHLOROFORMATE","6.1",3/8,"SGG1, SG5, SG8, SG36, SG49"
"2744","CYCLOBUTYL CHLOROFORMATE","6.1",3/8,"SGG1, SG5, SG8, SG36, SG49"
"2745","CHLOROMETHYL CHLOROFORMATE","6.1","8","SGG1, SG36, SG49"
"2746","PHENYL CHLOROFORMATE","6.1","8",""
"2747","tert-BUTYLCYCLOHEXYL CHLOROFORMATE","6.1","",""
"2748","2-ETHYLHEXYL CHLOROFORMATE","6.1","8","SGG1, SG36, SG49"
"2749","TETRAMETHYLSILANE","3","",""
"2750","1,3-DICHLOROPROPANOL-2","6.1","",""
"2751","DIETHYLTHIOPHOSPHORYL CHLORIDE","8","","SGG1, SG36, SG49"
"2752","1,2-EPOXY-3-ETHOXYPROPANE","3","",""
"2753","N-ETHYLBENZYLTOLUIDINES, LIQUID","6.1","",""
"2754","N-ETHYLTOLUIDINES","6.1","",""
"2757","CARBAMATE PESTICIDE, SOLID, TOXIC","6.1","",""
"2570","CADMIUM COMPOUND","6.1","","SGG1, SG36, SG49"
"2571","ALKYLSULPHURIC ACIDS","8","","SGG1, SG36, SG49"
"2572","PHENYLHYDRAZINE","6.1","",""
"2573","THALLIUM CHLORATE","5.1","6.1, P","SGG4, SG38, SG49"
"2574","TRICRESYL PHOSPHATE with more than 3% ortho-isomer","8.1","",""
"2576","PHOSPHORUS OXYBROMIDE, MOLTEN","8","","SGG1, SG36, SG49"
"2577","PHENYLACETYL CHLORIDE","8","","SGG1, SG36, SG49"
"2578","PHOSPHORUS TRIOXIDE","8","","SGG1, SG36, SG49"
"2579","PIPERAZINE","8","","SGG18, SG35"
"2580","ALUMINIUM BROMIDE SOLUTION","8","","SGG1, SG38, SG49"
"2581","ALUMINIUM CHLORIDE SOLUTION","8","","SGG1, SG36, SG49"
"2582","FERRIC CHLORIDE SOLUTION","8","","SGG1, SG36, SG49"
"2583","ALKYLSULPHONIC ACIDS. SOLID or ARYLSULPHONIC ACIDS, SOLID with more than 5% free sulphuric acid","8","","SGG1, SGG36, SG49"
"2406","ISOPROPYL ISOBUTYRATE","3","",""
"2407","ISOPROPYL CHLOROFORMATE","6.1","3/8","SGG1, SG36, SG49"
"2409","ISOPROPYL PROPIONATE","3","",""
"2410","1,2,3,6-TETRAHYDROPYRIDINE","3","",""
"2411","BUTYRONITRILE","3","6.1",""
"2412","TETRAHYDROTHIOPHENE","3","",""
"2413","TETRAPROPYL ORTHOTITANATE","3","",""
"2414","THIOPHENE","3","",""
"2416","TRIMETHYL BORATE","3","",""
"2417","CARBONYL FLUORIDE","2.3","8",""
"2418","SULPHUR TETRAFLUORIDE","2.3","8","SG35"
"2419","BROMOTRIFLUOROETHYLENE","2.1","",""
"2420","HEXAFLUOROACETONE","2.3","8",""
"2421","NITROGEN TRIOXIDE","2.3","5.1/8","SG6, SG19"
"2422","OCTAFLUOROBUT-2-ENE (REFRIGERANT GAS R 1318)","2.2","",""
"2424","OCTAFLUOROPROPANE (REFRIGERANT GAS R 218)","2.2","",""
"2426","AMMONIUM NITRATE, LIQUID (hot concentrated solution)","6.1","","SGG2, SG42"
"2427","POTASSIUM CHLORATE, AQUEOUS SOLUTION","5.1","","SGG4, SG38, SG49"
"2428","SODIUM CHLORATE, AQUEOUS SOLUTION","5.1","","SGG4, SG38, SG49"
"2429","CALCIUM CHLORATE, AQUEOUS SOLUTION","5.1","","SGG4, SG38, SG49"
"2430","ALKYLPHENOLS, SOLID, N.O.S. (including C2-C12 homologues)","8","",""
"2431","ANISIDINES","6.1","",""
"2432","N,N-DIETHYLANILINE","6.1","",""
"2433","CHLORONITROTOLUENES LIQUID","6.1","","SG6, SG8, SG10, SG12"
"2434","DIBENZYLDICHLOROSILANE","8","","SGG1, SG36, SG49"
"2435","ETHYLPHENYLDICHLOROSILANE","8","","SGG1, SG36, SG49"
"2436","THIOACETIC ACID","3","",""
"2437","METHYLPHENYLDICHLOROSILANE","8","","SGG1, SG36, SG49"
"2438","TRIMETHYLACETYL CHLORIDE","6.1","3/8","SGG1, SG5, SG8, SG36, SG49"
"2439","SODIUM HYDROGENDIFLUORIDE","8","","SGG1, SG35, SG36, SG49"
"2440","STANNIC CHLORIDE PENTAHYDRATE","8","","SGG1, SG36, SG49"
"2441","TITANIUM TRICHLORIDE, PYROPHORIC or TITANIUM TRICHLORIDE MIXTURE, PYROPHORIC","4.2","8","SGG7, SG26"
"2442","TRICHLOROACETYL CHLORIDE","8","","SGG1, SG36, SG49"
"2443","VANADIUM OXYTRICHLORIDE","8","","SGG1, SG36, SG49"
"2444","VANADIUM TETRACHLORIDE","8","","SGG1, SG36, SG49"
"2446","NITROCRESOLS, SOLID","6.1","",""
"2215","MALEIC ANHYDRIDE, MOLTEN","8","","SGG1, SG36, SG49"
"2216","FISH MEAL (FISH SCRAP), STABILIZED","4.2","","SG50, SG57"
"2217","SEED CAKE","4.2","",""
"2218","ACRYLIC ACID, STABILIZED","8","3","SGG1, SG38, SG49"
"2219","ALLYL GLYCIDYL ETHER","3","",""
"2222","ANISOLE","3","",""
"2224","BENZONITRILE","6.1","","SG35"
"2225","BENZENESULPHONYL CHLORIDE","8","","SGG1"
"2226","BENZOTRICHLORIDE","8","","SGG1, SG36, SG49"
"2227","n-BUTYL METHACRYLATE, STABILIZED","3","",""
"2232","2-CHLOROETHANAL","6.1","",""
"2233","CHLOROANISIDINES","6.1","",""
"2234","CHLOROBENZOTRIFLUORIDES","3","","SGG10"
"2235","CHLOROBENZYL CHLORIDES, LIQUID","6.1","",""
"2236","3-CHLORO-4-METHYLPHENYL ISOCYANATE, LIQUID","6.1","",""
"2237","CHLORONITROANILINES","6.1","",""
"2238","CHLOROTOLUENES","3","","SGG10"
"2239","CHLOROTOLUIDINES, SOLID","6.1","",""
"2240","CHROMOSULPHURIC ACID","8","","SGG1, SG6, SG16, SG17, SG19, SG36"
"2241","CYCLOHEPTANE","3","",""
"2242","CYCLOHEPTENE","3","",""
"2243","CYCLOHEXYL ACETATE","3","",""
"2244","CYCLOPENTANOL","3","",""
"2245","CYCLOPENTANONE","3","",""
"2246","CYCLOPENTENE","3","",""
"2247","n-DECANE","3","",""
"2248","DI-n-BUTYLAMINE","8","3","SG35"
"2249","DICHLORODIMETHYL ETHER, SYMMETRICAL","6.1","3",""
"2250","DICHLOROPHENYL ISOCYANATES","6.1","",""
"2251","BICYCLO[2.2.1]-HEPTA-2,5-DIENE, STABILIZED","3","",""
"2252","1,2-DIMETHOXYETHANE","3","",""
"2253","N,N-DIMETHYLANILINE","6.1","",""
"2254","MATCHES, FUSEE","4.1","",""
"2256","CYCLOHEXENE","3","",""
"2257","POTASSIUM","4.3","","SG26, SG35"
"2258","1,2-PROPYLENEDIAMINE","3","","SG35"
"2259","TRIETHYLENETETRAMINE","8","","SGG18, SG35"
"2260","TRIPROPYLAMINE","3","8","SG35"
"2261","XYLENOLS, SOLID","6.1","",""
"2262","DIMETHYLCARBAMOYL CHLORIDE","8","","SGG1, SG36, SG49"
"2263","DIMETHYLCYCLOHEXANES","3","",""
"2264","N,N-DIMETHYLCYCLOHEXYLAMINE",8,3,"SG35"
"2265","N,N-DIMETHYLFORMAMIDE","3","",""
"2266","DIMETHYL-N-PROPYLAMINE","3","8","SG35"
"2267","DIMETHYL THIOPHOSPHORYL CHLORIDE","6.1","8","SGG1, SG36, SG49"
"2269","3,3-IMINODIPROPYLAMINE","8","","SG35"
"2270","ETHYLAMINE, AQUEOUS SOLUTION","3","8","SG35"
"2271","ETHYL AMYL KETONES","3","",""
"2272","N-ETHYLANILINE","6.1","","SG17, SG35"
"2273","2-ETHYLANILINE","6.1","","SG17, SG35"
"2274","N-ETHYL-N-BENZYLANILINE","6.1","",""
"2275","2-ETHYLBUTANOL","3","",""
"2276","2-ETHYLHEXYLAMINE","3","8","SG35"
"2277","ETHYL METHACRYLATE, STABILIZED","3","",""
"2278","n-HEPTENE","3","",""
"2279","HEXACHLOROBUTADIENE","6.1","","SGG10"
"2280","HEXAMETHYLENEDIAMINE, MOLTEN/SOLID","8","","SG35"
